datetime,Power demand,temp,dwpt,rhum,wspd,pres,Holiday,Festival,Weekend,Hour,Day,Month,Quarter,Weekday,WeekOfYear,Hour_sin,Hour_cos,Month_sin,Month_cos,Lag_1,Lag_2,Lag_3,Lag_6,Lag_12,Lag_24,Lag_48,Lag_168,Rolling_Mean_24,Rolling_STD_24,Rolling_Max_24,Rolling_Min_24,Target,Season_Monsoon,Season_Summer,Season_Winter
2021-01-08 11:00:00,3895.840833333333,13.8,11.45,86.0,0.0,1017.4,0.0,0.0,0.0,11,8,1,1,4,1,0.258819045102521,-0.9659258262890682,0.4999999999999999,0.8660254037844387,3774.140833333333,3509.924166666666,3375.063333333333,3712.41,6723.608333333334,5507.31,2897.52,4908.6925,5062.981597222222,1298.9283613649577,6931.350833333333,3371.7275000000004,4012.504166666667,False,False,True
2021-01-08 12:00:00,4012.504166666667,14.8,11.4,80.0,2.7000000000000006,1016.9,0.0,0.0,0.0,12,8,1,1,4,1,1.2246467991473532e-16,-1.0,0.4999999999999999,0.8660254037844387,3895.840833333333,3774.140833333333,3509.924166666666,3451.1358333333337,4697.8575,5865.7925,3097.7183333333337,4917.805833333333,4985.7612500000005,1304.204377504183,6931.350833333333,3371.7275000000004,3983.638333333334,False,False,True
2021-01-08 13:00:00,3983.638333333334,15.0,12.0,82.0,6.5,1015.5,0.0,0.0,0.0,13,8,1,1,4,1,-0.2588190451025208,-0.9659258262890684,0.4999999999999999,0.8660254037844387,4012.504166666667,3895.840833333333,3774.140833333333,3371.7275000000004,4430.386666666666,6155.305833333333,3229.540833333333,4705.678333333333,4895.275104166667,1294.8348614956465,6931.350833333333,3371.7275000000004,4110.0633333333335,False,False,True
2021-01-08 14:00:00,4110.0633333333335,15.0,12.05,82.5,8.5,1015.25,0.0,0.0,0.0,14,8,1,1,4,1,-0.4999999999999997,-0.8660254037844388,0.4999999999999999,0.8660254037844387,3983.638333333334,4012.504166666667,3895.840833333333,3375.063333333333,4238.806666666666,6348.883333333334,3148.0925,4153.37,4801.9909375,1265.8812450253577,6931.350833333333,3371.7275000000004,4150.545,False,False,True
2021-01-08 15:00:00,4150.545,15.0,12.05,82.5,7.400000000000001,1014.75,0.0,0.0,0.0,15,8,1,1,4,1,-0.7071067811865471,-0.7071067811865479,0.4999999999999999,0.8660254037844387,4110.0633333333335,3983.638333333334,4012.504166666667,3509.924166666666,4055.9658333333336,6783.625,3203.8766666666666,3808.1875,4692.279270833334,1199.0050434353473,6931.350833333333,3371.7275000000004,4114.676666666666,False,False,True
2021-01-08 16:00:00,4114.676666666666,15.0,12.5,85.0,5.400000000000001,1014.0,0.0,0.0,0.0,16,8,1,1,4,1,-0.8660254037844385,-0.5000000000000004,0.4999999999999999,0.8660254037844387,4150.545,4110.0633333333335,3983.638333333334,3774.140833333333,3894.6866666666665,6931.350833333333,3285.6625,3529.000833333333,4574.917847222222,1104.4320905868215,6774.8966666666665,3371.7275000000004,4090.523333333333,False,False,True
2021-01-08 17:00:00,4090.523333333333,14.9,13.0,88.5,7.400000000000001,1014.45,0.0,0.0,0.0,17,8,1,1,4,1,-0.9659258262890684,-0.2588190451025206,0.4999999999999999,0.8660254037844387,4114.676666666666,4150.545,4110.0633333333335,3895.840833333333,3712.41,6774.8966666666665,3273.068333333333,3411.2233333333334,4463.068958333333,1003.2382925328803,6723.608333333334,3371.7275000000004,4054.22,False,False,True
2021-01-08 18:00:00,4054.22,14.9,13.0,88.5,7.400000000000001,1014.45,0.0,0.0,0.0,18,8,1,1,4,1,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,4090.523333333333,4114.676666666666,4150.545,4012.504166666667,3451.1358333333337,6287.470833333333,3202.2875,3521.1125,4370.016840277777,927.364409307,6723.608333333334,3371.7275000000004,4154.2891666666665,False,False,True
2021-01-08 19:00:00,4154.2891666666665,15.0,13.0,88.0,5.400000000000001,1014.0,0.0,0.0,0.0,19,8,1,1,4,1,-0.9659258262890684,0.2588190451025203,0.4999999999999999,0.8660254037844387,4054.22,4090.523333333333,4114.676666666666,3983.638333333334,3371.7275000000004,5708.605,3082.425,3650.6175,4305.253680555556,883.0324963042578,6723.608333333334,3371.7275000000004,4263.1466666666665,False,False,True
2021-01-08 20:00:00,4263.1466666666665,14.3,13.0,92.0,6.5,1014.95,0.0,0.0,0.0,20,8,1,1,4,1,-0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387,4154.2891666666665,4054.22,4090.523333333333,4110.0633333333335,3375.063333333333,5516.370833333333,3134.789166666667,3520.146666666667,4253.036006944444,844.5141322869334,6723.608333333334,3371.7275000000004,4395.968333333333,False,False,True
2021-01-08 21:00:00,4395.968333333333,13.8,13.0,95.0,7.599999999999999,1015.95,0.0,0.0,0.0,21,8,1,1,4,1,-0.7071067811865477,0.7071067811865474,0.4999999999999999,0.8660254037844387,4263.1466666666665,4154.2891666666665,4054.22,4150.545,3509.924166666666,5754.685833333333,3298.945833333333,3327.0625,4196.422777777778,782.7557455436583,6723.608333333334,3371.7275000000004,4568.1866666666665,False,False,True
2021-01-08 22:00:00,4568.1866666666665,13.0,12.05,94.0,7.3,1016.0,0.0,0.0,0.0,22,8,1,1,4,1,-0.5000000000000004,0.8660254037844384,0.4999999999999999,0.8660254037844387,4395.968333333333,4263.1466666666665,4154.2891666666665,4114.676666666666,3774.140833333333,6253.017500000001,3514.1808333333333,3147.313333333333,4126.221493055556,655.4984848503983,6723.608333333334,3371.7275000000004,4639.665454545455,False,False,True
2021-01-08 23:00:00,4639.665454545455,12.272727272727272,11.28181818181818,93.54545454545456,6.2727272727272725,1016.3636363636364,0.0,0.0,0.0,23,8,1,1,4,1,-0.2588190451025215,0.965925826289068,0.4999999999999999,0.8660254037844387,4568.1866666666665,4395.968333333333,4263.1466666666665,4090.523333333333,3895.840833333333,6723.608333333334,3849.590833333333,2813.833333333333,4039.390539772727,374.09924401310155,4697.8575,3371.7275000000004,4171.203333333334,False,False,True
2021-01-09 00:00:00,4171.203333333334,12.3,11.3,93.5,5.400000000000001,1016.4,0.0,0.0,1.0,0,9,1,1,5,1,0.0,1.0,0.4999999999999999,0.8660254037844387,4639.665454545455,4568.1866666666665,4395.968333333333,4054.22,4012.504166666667,4697.8575,4012.363333333333,2346.1575,4017.446616161616,348.35605451952904,4639.665454545455,3371.7275000000004,3942.8625,False,False,True
2021-01-09 01:00:00,3942.8625,12.0,11.1,94.0,5.400000000000001,1015.5,0.0,0.0,1.0,1,9,1,1,5,1,0.2588190451025207,0.9659258262890684,0.4999999999999999,0.8660254037844387,4171.203333333334,4639.665454545455,4568.1866666666665,4154.2891666666665,3983.638333333334,4430.386666666666,6557.406666666667,1835.965,3997.1331092171718,337.26744748736826,4639.665454545455,3371.7275000000004,3758.1108333333336,False,False,True
2021-01-09 02:00:00,3758.1108333333336,12.1,11.1,93.5,6.5,1015.8,0.0,0.0,1.0,2,9,1,1,5,1,0.4999999999999999,0.8660254037844387,0.4999999999999999,0.8660254037844387,3942.8625,4171.203333333334,4639.665454545455,4263.1466666666665,4110.0633333333335,4238.806666666666,6331.355833333334,1631.4483333333335,3977.1041161616163,336.5639872354241,4639.665454545455,3371.7275000000004,3596.4475,False,False,True
2021-01-09 03:00:00,3596.4475,12.1,11.1,93.5,7.599999999999999,1015.8,0.0,0.0,1.0,3,9,1,1,5,1,0.7071067811865476,0.7071067811865476,0.4999999999999999,0.8660254037844387,3758.1108333333336,3942.8625,4171.203333333334,4395.968333333333,4150.545,4055.9658333333336,6075.7575,1542.0225,3957.957518939394,344.8512205433408,4639.665454545455,3371.7275000000004,3496.8891666666664,False,False,True
2021-01-09 04:00:00,3496.8891666666664,12.0,11.1,94.0,6.5,1015.0,0.0,0.0,1.0,4,9,1,1,5,1,0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387,3596.4475,3758.1108333333336,3942.8625,4568.1866666666665,4114.676666666666,3894.6866666666665,5798.06,1512.4166666666667,3941.3826231060607,357.35755762019556,4639.665454545455,3371.7275000000004,3461.0483333333336,False,False,True
